id,sex,weight,svl
BGS-925,M,31,35.9
BGS-926,F,20,30.6
BGS-927,F,3.5,17.3
BGS-928,M,6,19.1
BGS-929,F,5.2,18.2
BGS-930,F,6.6,19.8
BGS-931,M,23.7,34
BGS-932,F,13,25.05
BGS-933,F,9.5,23.1
BGS-934,F,42.8,40.93333333
BGS-935,F,26.5,33.5
BGS-936,M,6.34,22.125
BGS-937,M,4.2,17.2
BGS-938,F,6.8,21.3
BGS-939,M,46.5,42.2
BGS-940,M,20,31.5
BGS-941,M,4.3,17.55
BGS-942,F,4,16.8
BGS-943,M,3,16.2
BGS-944,M,3.4,16
BGS-945,M,6.1,20.7
BGS-946,M,26.6,34
BGS-947,M,22.8,33.2
BGS-948,M,26.7,32.5
BGS-949,F,28.35,35.25
BGS-950,M,20,29
BGS-951,M,4.425,18.1
BGS-952,M,6.5,20.9
BGS-953,F,7.95,21.95
BGS-954,F,4.2,17
BGS-955,F,6,19.6
BGS-956,M,4.1,17.5
BGS-957,M,4.266666667,16.76666667
BGS-958,F,6.45,20.15
BGS-959,F,7.4,19.9
BGS-960,M,4.2,18.2
BGS-961,F,54.2,43
BGS-962,M,3.9,16.8
BGS-963,F,4.6,18
BGS-964,F,6.8,20.7
BGS-965,M,25.6,35.5
BGS-966,F,52.5,42.2
BGS-967,M,28.8,35.3
BGS-968,F,6.833333333,21.43333333
BGS-969,F,38.2,38.7
BGS-970,M,8.2,22.06666667
BGS-971,F,6.3,21.35
BGS-972,M,5.2,20
BGS-973,F,24.84,27.56
BGS-974,F,7.8,22.26666667
BGS-975,F,14.125,26.825
BGS-976,F,2.8,16.8
BGS-977,M,5.35,20
BGS-978,M,5.4,19
BGS-979,F,5.3,19
BGS-980,F,5.1,19
BGS-981,F,46.1,40
BGS-982,M,5.2,19.5
BGS-983,F,33.6,37.6
BGS-984,F,5.4,18.4
BGS-985,F,11.3,23.55
BGS-986,M,7.75,21.75
BGS-987,M,26.7,34.5
BGS-988,F,6.2,21
BGS-989,F,7.8,21.75
BGS-990,M,20.5,31.5
BGS-991,F,5.4,19.7
BGS-992,M,2.9,19.5
BGS-993,F,55.4,44
BGS-994,F,8.9,22.5
BGS-995,F,5.1,20
BGS-996,F,43.825,38.33333333
BGS-997,M,5.3,19.1
BGS-998,F,5.7,20
BGS-999,F,5.25,20.25
